Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
ADANIPORTS.BO,1461.75,2024/08/14,15:45 IST,-21.900024,1484.55,1488.0,1451.45,237652,,,,,,,
ADANIPORTS.NS,1460.0,2024/08/14,15:29 IST,-23.449951,1488.0,1488.0,1452.0,2647678,,,,,,,
ULTRACEMCO.BO,10991.35,2024/08/14,15:29 IST,-276.8506,11200.0,11200.0,10970.0,10327,,,,,,,
ULTRACEMCO.NS,11006.55,2024/08/14,15:29 IST,-264.6504,11200.0,11200.0,10963.1,404673,,,,,,,
DMART.BO,4949.0,2024/08/14,15:29 IST,23.899902,4960.0,5015.4,4912.1,6088,,,,,,,
DMART.NS,4961.95,2024/08/14,15:29 IST,32.450195,4950.0,5020.0,4913.3,282580,,,,,,,
ADANIENT.BO,3039.3,2024/08/14,15:56 IST,-52.099854,3089.95,3089.95,3029.1,39672,,,,,,,
ADANIENT.NS,3036.25,2024/08/14,15:29 IST,-55.94995,3085.7,3085.7,3027.75,1231874,,,,,,,
KOTAKBANK.NS,1749.0,2024/08/14,15:30 IST,-3.0500488,1755.0,1760.0,1744.55,2585649,,,,,,,
KOTAKBANK.BO,1748.15,2024/08/14,15:58 IST,-4.2999268,1750.0,1759.6,1744.1,172583,,,,,,,
AXISBANK.BO,1152.65,2024/08/14,15:52 IST,-7.3499756,1159.0,1159.0,1148.85,47924,,,,,,,
AXISBANK.NS,1152.65,2024/08/14,15:29 IST,-6.949951,1159.0,1159.0,1148.65,5021751,,,,,,,
MARUTI.NS,12211.65,2024/08/14,15:29 IST,35.450195,12239.0,12239.0,12130.0,449827,,,,,,,
MARUTI.BO,12195.1,2024/08/14,15:29 IST,29.399414,12294.7,12294.7,12130.0,4192,,,,,,,
NTPC.BO,397.0,2024/08/14,15:29 IST,1.1499939,399.65,400.0,393.55,162387,,,,,,,
NTPC.NS,397.05,2024/08/14,15:29 IST,0.8499756,398.9,400.0,393.65,9424614,,,,,,,
TATAMTRDVR.BO,726.0,2024/08/14,15:29 IST,3.4500122,722.95,730.9,717.45,15460,,,,,,,
TATAMTRDVR.NS,724.3,2024/08/14,15:29 IST,1.25,721.55,730.95,717.05,2528453,,,,,,,
TATAMOTORS.BO,1062.0,2024/08/14,15:59 IST,8.449951,1059.0,1067.15,1046.55,474015,,,,,,,
TATAMOTORS.NS,1062.85,2024/08/14,15:30 IST,9.400024,1057.0,1067.05,1047.0,8211830,,,,,,,
BAJFINANCE.BO,6460.85,2024/08/14,15:40 IST,-7.6000977,6499.95,6499.95,6429.55,78255,,,,,,,
BAJFINANCE.NS,6474.0,2024/08/14,15:29 IST,8.950195,6482.5,6489.95,6430.95,774053,,,,,,,
ONGC.NS,329.8,2024/08/14,15:30 IST,-6.100006,335.85,336.5,326.8,17812763,,,,,,,
ONGC.BO,328.45,2024/08/14,15:47 IST,-7.049988,335.55,336.55,326.9,768936,,,,,,,
SUNPHARMA.NS,1740.8,2024/08/14,15:29 IST,0.70007324,1747.5,1753.0,1732.6,2207250,,,,,,,
SUNPHARMA.BO,1742.3,2024/08/14,15:29 IST,2.5500488,1751.25,1752.45,1733.5,9266,,,,,,,
HCLTECH.BO,1625.95,2024/08/14,15:49 IST,33.299927,1597.0,1630.0,1597.0,122698,,,,,,,
HCLTECH.NS,1623.9,2024/08/14,15:30 IST,31.25,1600.1,1629.75,1598.25,3932148,,,,,,,
LT.BO,3543.8,2024/08/14,15:29 IST,-7.449951,3551.5,3578.45,3537.85,39254,,,,,,,
LT.NS,3540.05,2024/08/14,15:30 IST,-11.75,3558.95,3578.7,3536.5,1584372,,,,,,,
ITC.BO,491.9,2024/08/14,15:54 IST,2.0499878,492.75,498.95,490.0,155962,,,,,,,
ITC.NS,492.55,2024/08/14,15:29 IST,2.5499878,491.95,499.0,489.9,9253598,,,,,,,
HINDUNILVR.NS,2721.15,2024/08/14,15:29 IST,-20.25,2741.0,2742.55,2706.6,946995,,,,,,,
HINDUNILVR.BO,2724.1,2024/08/14,15:59 IST,-16.599854,2729.25,2741.95,2707.2,14033,,,,,,,
LICI.BO,1025.95,2024/08/14,15:43 IST,-2.8000488,1041.1,1043.95,1004.85,312816,,,,,,,
LICI.NS,1034.0,2024/08/14,15:30 IST,5.4000244,1042.5,1044.0,1003.75,3380840,,,,,,,
SBIN.NS,803.2,2024/08/14,15:29 IST,5.6500244,800.95,809.15,800.4,11788665,,,,,,,
SBIN.BO,803.5,2024/08/14,15:29 IST,6.200012,800.7,809.0,800.4,287718,,,,,,,
INFY.NS,1820.0,2024/08/14,15:29 IST,22.550049,1802.0,1825.0,1797.45,7450718,,,,,,,
INFY.BO,1822.65,2024/08/14,15:59 IST,25.849976,1797.35,1825.0,1797.35,506152,,,,,,,
ICICIBANK.NS,1161.2,2024/08/14,15:30 IST,-7.1500244,1167.0,1170.05,1153.0,13431801,,,,,,,
ICICIBANK.BO,1162.2,2024/08/14,15:50 IST,-6.25,1166.2,1169.4,1153.3,221071,,,,,,,
BHARTIARTL.NS,1473.25,2024/08/14,15:29 IST,13.550049,1453.1,1480.1,1453.1,5891646,,,,,,,
BHARTIARTL.BO,1472.0,2024/08/14,15:29 IST,12.349976,1457.95,1480.45,1452.65,92933,,,,,,,
HDFCBANK.NS,1607.8,2024/08/14,15:30 IST,4.6000977,1606.5,1613.7,1603.2,16167214,,,,,,,
HDFCBANK.BO,1607.9,2024/08/14,15:59 IST,4.300049,1607.9,1613.55,1603.1,305981,,,,,,,
TCS.BO,4291.65,2024/08/14,15:45 IST,96.6499,4206.15,4304.2,4190.9,115005,,,,,,,
TCS.NS,4293.0,2024/08/14,15:29 IST,96.049805,4209.0,4306.2,4188.15,3226545,,,,,,,
RELIANCE.BO,2922.65,2024/08/14,15:43 IST,-4.25,2926.5,2943.4,2908.0,57087,,,,,,,
RELIANCE.NS,2920.1,2024/08/14,15:29 IST,-7.1499023,2927.1,2944.0,2907.4,3133733,,,,,,,
CMSINFO.NS,555.0,2024/08/14,15:29 IST,-1.5,565.0,568.6,548.1,679363,,,,,,,
CMSINFO.BO,556.25,2024/08/14,15:29 IST,-0.15002441,563.15,567.85,548.3,19347,,,,,,,
SBFC.NS,84.0,2024/08/14,15:30 IST,2.540001,81.46,85.15,80.85,3134928,,,,,,,
SBFC.BO,84.0,2024/08/14,15:29 IST,2.5999985,81.4,85.24,80.95,132916,,,,,,,
MAHLIFE.NS,584.15,2024/08/14,15:30 IST,22.100037,565.0,593.0,556.0,336769,,,,,,,
MAHLIFE.BO,587.75,2024/08/14,15:42 IST,25.700012,563.0,592.4,556.0,28345,,,,,,,
TIPSINDLTD.NS,711.95,2024/08/14,15:29 IST,-11.549988,724.75,734.95,708.95,567861,,,,,,,
TIPSINDLTD.BO,714.55,2024/08/14,15:57 IST,-8.100037,725.0,733.15,708.55,21691,,,,,,,
LEMONTREE.BO,115.65,2024/08/14,15:51 IST,-4.6500015,121.0,121.0,115.2,227450,,,,,,,
LEMONTREE.NS,116.0,2024/08/14,15:30 IST,-4.330002,120.99,120.99,115.11,8959570,,,,,,,
SAMMAANCAP.NS,153.0,2024/08/14,15:29 IST,-2.369995,156.9,159.29,152.01,6093501,,,,,,,
SAMMAANCAP.BO,152.8,2024/08/14,15:29 IST,-2.3499908,155.1,159.4,152.25,352558,,,,,,,
JKLAKSHMI.BO,800.0,2024/08/14,15:29 IST,-18.400024,834.4,834.4,796.85,6330,,,,,,,
JKLAKSHMI.NS,800.0,2024/08/14,15:29 IST,-17.599976,820.0,820.0,796.45,98972,,,,,,,
AZAD.NS,1585.0,2024/08/14,15:30 IST,-42.150024,1627.0,1647.45,1580.05,106192,,,,,,,
AZAD.BO,1593.8,2024/08/14,15:29 IST,-32.44995,1622.2,1643.1,1581.85,8295,,,,,,,
AVANTIFEED.BO,692.8,2024/08/14,15:46 IST,-3.9000244,698.8,718.0,684.2,121957,,,,,,,
AVANTIFEED.NS,695.9,2024/08/14,15:29 IST,-0.44995117,698.85,718.4,684.35,2350770,,,,,,,
ESABINDIA.NS,6157.0,2024/08/14,15:29 IST,13.100098,6154.0,6168.45,6081.05,7155,,,,,,,
ESABINDIA.BO,6166.0,2024/08/14,15:28 IST,23.899902,6167.2,6174.7,6086.2,104,,,,,,,
SAREGAMA.NS,491.0,2024/08/14,15:29 IST,-4.899994,496.9,499.05,483.25,312899,,,,,,,
SAREGAMA.BO,492.4,2024/08/14,15:29 IST,-2.649994,501.0,501.0,483.55,30964,,,,,,,
ITDCEM.NS,558.5,2024/08/14,15:30 IST,23.599976,537.6,564.85,529.3,2534221,,,,,,,
GNFC.BO,649.25,2024/08/14,15:55 IST,-8.650024,661.75,686.4,648.0,113356,,,,,,,
ITDCEM.BO,555.35,2024/08/14,15:53 IST,20.199951,535.0,564.6,529.6,186358,,,,,,,
GNFC.NS,647.9,2024/08/14,15:30 IST,-10.199951,660.0,686.0,646.95,3453252,,,,,,,
MARKSANS.NS,212.8,2024/08/14,15:30 IST,24.75,200.0,217.47,196.51,19570927,,,,,,,
MARKSANS.BO,214.15,2024/08/14,15:40 IST,26.299988,196.1,217.4,196.1,820688,,,,,,,
KNRCON.BO,340.95,2024/08/14,15:55 IST,-6.8499756,348.65,354.4,339.35,129915,,,,,,,
ROUTE.BO,1530.95,2024/08/14,15:29 IST,6.449951,1525.0,1537.0,1502.1,8766,,,,,,,
KNRCON.NS,342.0,2024/08/14,15:30 IST,-5.049988,350.0,354.95,339.45,1258714,,,,,,,
ROUTE.NS,1531.0,2024/08/14,15:29 IST,7.300049,1529.0,1539.45,1502.25,121585,,,,,,,
BIRLACORPN.BO,1257.2,2024/08/14,15:46 IST,26.0,1240.0,1266.35,1212.35,10355,,,,,,,
VESUVIUS.BO,4785.15,2024/08/14,15:29 IST,-210.9502,4955.1,4958.45,4747.0,7097,,,,,,,
BIRLACORPN.NS,1261.0,2024/08/14,15:30 IST,29.599976,1239.4,1266.95,1212.0,182606,,,,,,,
VESUVIUS.NS,4810.0,2024/08/14,15:29 IST,-170.2998,4980.3,4980.35,4751.05,22506,,,,,,,
TEXRAIL.BO,245.15,2024/08/14,15:59 IST,-10.75,260.65,260.65,244.15,238467,,,,,,,
SAPPHIRE.NS,1534.95,2024/08/14,15:30 IST,-9.150024,1550.0,1558.3,1518.05,216261,,,,,,,
SAPPHIRE.BO,1536.9,2024/08/14,15:29 IST,-2.9499512,1536.3,1557.6,1519.25,7972,,,,,,,
TEXRAIL.NS,246.5,2024/08/14,15:29 IST,-9.649994,259.6,259.6,244.25,5389467,,,,,,,
RENUKA.NS,46.19,2024/08/14,15:30 IST,-1.170002,48.0,48.0,45.94,10428015,,,,,,,
GALAXYSURF.NS,2774.2,2024/08/14,15:29 IST,-26.850098,2815.8,2815.8,2744.0,15893,,,,,,,
RENUKA.BO,46.14,2024/08/14,15:55 IST,-1.1900024,47.82,47.83,45.93,448204,,,,,,,
NETWORK18.BO,93.82,2024/08/14,15:40 IST,0.08000183,95.01,97.25,93.15,396155,,,,,,,
NETWORK18.NS,93.99,2024/08/14,15:30 IST,0.3199997,95.74,97.29,93.0,5886797,,,,,,,
SFL.BO,910.7,2024/08/14,15:29 IST,-7.5999756,920.0,927.8,903.6,5031,,,,,,,
SFL.NS,906.0,2024/08/14,15:30 IST,-12.049988,922.65,927.9,903.4,59500,,,,,,,
GALAXYSURF.BO,2775.6,2024/08/14,15:29 IST,-29.5,2799.7,2809.55,2739.25,2054,,,,,,,
HGINFRA.NS,1524.0,2024/08/14,15:30 IST,-48.19995,1575.15,1580.2,1506.95,135790,,,,,,,
HGINFRA.BO,1526.9,2024/08/14,15:29 IST,-43.400024,1572.0,1576.9,1513.6,9355,,,,,,,
CHEMCON.BO,252.9,2024/08/14,15:29 IST,-2.300003,259.0,259.0,252.1,5663,,,,,,,
AMBIKCO.NS,1627.5,2024/08/14,15:29 IST,-54.69995,1674.95,1674.95,1620.05,70457,,,,,,,
CIFL.BO,114.55,2024/08/14,15:44 IST,-5.449997,124.0,129.95,111.55,9991,,,,,,,
JAYAGROGN.BO,311.15,2024/08/14,15:46 IST,9.350006,283.1,320.05,283.1,13632,,,,,,,
ESSARSHPNG.NS,45.48,2024/08/14,15:29 IST,0.5999985,44.88,45.48,44.1,181557,,,,,,,
BODALCHEM.BO,74.33,2024/08/14,15:42 IST,-2.7599945,77.5,77.5,73.01,108954,,,,,,,
THEINVEST.BO,180.0,2024/08/14,15:24 IST,-1.949997,181.95,181.95,174.1,3423,,,,,,,
BODALCHEM.NS,74.74,2024/08/14,15:29 IST,-2.3300018,77.5,77.9,73.02,1167924,,,,,,,
ESSARSHPNG.BO,45.24,2024/08/14,15:57 IST,0.42000198,45.4,45.85,44.0,19858,,,,,,,
THEINVEST.NS,181.5,2024/08/14,15:29 IST,0.05999756,181.99,185.98,174.2,11920,,,,,,,
JAYAGROGN.NS,313.5,2024/08/14,15:30 IST,13.299988,297.5,319.0,292.95,139247,,,,,,,
VISAKAIND.BO,109.3,2024/08/14,15:29 IST,-6.149994,115.45,115.8,109.3,62329,,,,,,,
VISAKAIND.NS,109.8,2024/08/14,15:30 IST,-5.5699997,116.0,116.29,109.1,302260,,,,,,,
FOODSIN.NS,130.89,2024/08/14,15:30 IST,-4.7700043,137.6,138.85,129.1,373302,,,,,,,
FOODSIN.BO,132.35,2024/08/14,15:29 IST,-3.25,136.9,138.4,129.65,12927,,,,,,,
SRHHYPOLTD.BO,555.4,2024/08/14,15:28 IST,-5.5,559.05,559.05,541.0,7866,,,,,,,
JAGSNPHARM.BO,360.35,2024/08/14,15:29 IST,-6.399994,384.6,384.6,360.35,1313,,,,,,,
SRHHYPOLTD.NS,556.0,2024/08/14,15:29 IST,-4.200012,564.2,568.05,540.25,22864,,,,,,,
GANDHITUBE.NS,794.0,2024/08/14,15:29 IST,9.549988,777.3,799.0,777.3,12325,,,,,,,
GANDHITUBE.BO,790.0,2024/08/14,15:28 IST,6.5999756,785.7,798.0,783.0,666,,,,,,,
JAGSNPHARM.NS,363.35,2024/08/14,15:29 IST,-5.0,374.0,374.0,360.0,22632,,,,,,,
WSI.BO,157.5,2024/08/14,15:28 IST,-1.300003,161.7,161.85,156.25,9418,,,,,,,
ENIL.BO,204.1,2024/08/14,15:29 IST,-2.3499908,212.5,212.5,201.55,6584,,,,,,,
ENIL.NS,203.95,2024/08/14,15:29 IST,-2.5,206.45,209.25,201.45,55992,,,,,,,
TRACXN.BO,92.54,2024/08/14,15:59 IST,-0.13999939,91.56,93.41,90.99,36012,,,,,,,
WSI.NS,159.4,2024/08/14,15:30 IST,0.32998657,161.0,161.0,156.07,88762,,,,,,,
TRACXN.NS,92.7,2024/08/14,15:30 IST,-0.13000488,92.83,93.56,90.9,696353,,,,,,,
ZUARIIND.NS,328.5,2024/08/14,15:30 IST,-4.0,333.7,336.5,320.0,98014,,,,,,,
HARDWYN.BO,27.77,2024/08/14,15:46 IST,-0.27000046,28.5,28.5,27.16,20920,,,,,,,
HARDWYN.NS,28.37,2024/08/14,15:30 IST,0.38000107,28.0,28.37,27.17,107328,,,,,,,
SILVERTUC.NS,769.0,2024/08/14,15:29 IST,1.75,765.7,775.1,757.25,23677,,,,,,,
RUSHIL.NS,35.5,2024/08/14,15:30 IST,-0.5999985,36.6,37.25,34.8,3042229,,,,,,,
SILVERTUC.BO,762.4,2024/08/14,15:29 IST,-4.6499634,760.1,775.6,760.1,9211,,,,,,,
ZUARIIND.BO,329.4,2024/08/14,15:29 IST,-2.600006,338.65,338.65,322.45,7483,,,,,,,
RUSHIL.BO,35.65,2024/08/14,15:50 IST,-0.5999985,36.95,37.25,34.7,586032,,,,,,,
NCLIND.BO,217.45,2024/08/14,15:30 IST,-1.4000092,222.8,222.8,216.0,17158,,,,,,,
NCLIND.NS,217.01,2024/08/14,15:30 IST,-1.7900085,219.95,219.96,216.0,134116,,,,,,,
ASIANTILES.BO,77.21,2024/08/14,15:29 IST,-1.0400009,78.98,79.66,77.0,203634,,,,,,,
ASIANTILES.NS,77.35,2024/08/14,15:29 IST,-0.94000244,78.9,79.72,76.99,1576592,,,,,,,
ORIENTPPR.NS,46.55,2024/08/14,15:30 IST,-1.5800018,48.9,48.9,46.3,1463464,,,,,,,
ORIENTPPR.BO,46.56,2024/08/14,15:59 IST,-1.5200005,48.18,48.39,46.35,75874,,,,,,,
MINDTECK.NS,397.05,2024/08/14,15:29 IST,7.1999817,399.0,408.9,380.05,41026,,,,,,,
INFOBEAN.NS,408.4,2024/08/14,15:29 IST,-3.0500183,411.65,412.65,405.85,13427,,,,,,,
MINDTECK.BO,397.95,2024/08/14,15:28 IST,7.6500244,400.0,405.0,380.2,5397,,,,,,,
SASTASUNDR.BO,308.25,2024/08/14,15:29 IST,-4.100006,312.1,317.2,302.75,1160,,,,,,,
MUNJALAU.BO,99.8,2024/08/14,15:29 IST,-2.199997,101.8,102.9,99.55,33659,,,,,,,
KRYSTAL.BO,713.95,2024/08/14,15:43 IST,-17.099976,737.0,737.0,710.05,2975,,,,,,,
MUNJALAU.NS,99.7,2024/08/14,15:30 IST,-2.1200027,102.92,103.19,99.5,265987,,,,,,,
KRYSTAL.NS,720.0,2024/08/14,15:30 IST,-10.549988,744.0,744.0,710.0,58422,,,,,,,
INFOBEAN.BO,406.0,2024/08/14,15:28 IST,-3.4500122,409.45,411.95,405.9,512,,,,,,,
MANAKALUCO.NS,28.4,2024/08/14,15:29 IST,-0.3900013,29.0,29.4,27.35,20620,,,,,,,
MLKFOOD.BO,195.0,2024/08/14,15:58 IST,-9.850006,215.05,215.05,194.65,54590,,,,,,,
JOCIL.NS,209.01,2024/08/14,15:29 IST,3.7200012,206.4,211.99,204.03,25626,,,,,,,
PRAXIS.NS,14.89,2024/08/14,15:14 IST,-0.30999947,14.9,15.2,14.89,35717,,,,,,,
TOUCHWOOD.NS,170.0,2024/08/14,15:29 IST,12.369995,158.94,175.0,154.21,35026,,,,,,,
SIL.NS,28.9,2024/08/14,15:29 IST,-1.0300007,29.5,29.99,28.62,59928,,,,,,,
WEIZMANIND.NS,118.8,2024/08/14,15:29 IST,-0.3299942,119.0,119.0,117.1,1634,,,,,,,
APOLLOFI.BO,872.0,2024/08/14,15:27 IST,4.3499756,883.3,883.3,850.05,671,,,,,,,
ANIKINDS.NS,68.89,2024/08/14,15:29 IST,0.48999786,70.5,70.5,66.0,7334,,,,,,,
JHS.BO,21.99,2024/08/14,15:58 IST,-1.1499996,23.05,23.05,21.99,136917,,,,,,,
SEIL.BO,120.4,2024/08/14,15:47 IST,-12.900002,128.0,139.95,120.0,1119367,,,,,,,
JHS.NS,21.95,2024/08/14,15:29 IST,-1.0699997,23.48,23.48,21.86,466250,,,,,,,
RHFL.BO,3.89,2024/08/14,15:56 IST,0.02000022,3.9,3.94,3.72,578568,,,,,,,
WEIZMANIND.BO,119.0,2024/08/14,15:28 IST,0.0,113.25,119.95,113.25,306,,,,,,,
RHFL.NS,3.91,2024/08/14,15:29 IST,0.05000019,3.9,3.93,3.84,2136616,,,,,,,
KBCGLOBAL.BO,1.73,2024/08/14,15:41 IST,-0.049999952,1.8,1.79,1.72,1079890,,,,,,,
ANIKINDS.BO,68.45,2024/08/14,15:26 IST,-0.040000916,67.3,68.95,65.36,6188,,,,,,,
RIDDHICORP.BO,75.01,2024/08/14,15:28 IST,-0.8899994,75.9,78.0,75.01,7633,,,,,,,
AIROLAM.NS,127.15,2024/08/14,15:28 IST,-0.040000916,130.3,131.1,126.96,5751,,,,,,,
PRAXIS.BO,15.31,2024/08/14,14:15 IST,0.3000002,14.72,15.31,14.72,3090,,,,,,,
KBCGLOBAL.NS,1.74,2024/08/14,15:29 IST,-0.01999998,1.78,1.78,1.72,2477634,,,,,,,
IVP.BO,187.2,2024/08/14,15:46 IST,-4.800003,191.0,191.0,182.4,467,,,,,,,
INDAG.BO,280.25,2024/08/14,15:59 IST,-12.450012,292.75,298.0,278.1,34270,,,,,,,
UNITEDPOLY.NS,92.25,2024/08/14,15:29 IST,-0.9599991,95.0,95.0,92.25,18240,,,,,,,
KIRANVYPAR.BO,189.0,2024/08/14,15:29 IST,-1.1000061,192.0,192.0,186.0,899,,,,,,,
SAH.BO,75.12,2024/08/14,15:29 IST,-1.5899963,78.1,78.15,74.97,7193,,,,,,,
ACGL.BO,2838.7,2024/08/14,15:40 IST,-25.850098,2932.0,2932.0,2830.05,2940,,,,,,,
TAINWALCHM.BO,207.25,2024/08/14,15:15 IST,-3.75,215.0,215.0,207.25,25,,,,,,,
MAHASTEEL.BO,119.1,2024/08/14,15:28 IST,0.34999847,118.45,122.45,112.1,13189,,,,,,,
SONAMLTD.NS,49.5,2024/08/14,15:29 IST,-2.3899994,53.0,53.96,46.0,226554,,,,,,,
MAHASTEEL.NS,117.0,2024/08/14,15:29 IST,-1.8700027,117.1,122.5,111.0,166249,,,,,,,
SAH.NS,75.75,2024/08/14,15:29 IST,-1.6800003,78.39,78.39,74.84,81809,,,,,,,
TAINWALCHM.NS,208.4,2024/08/14,15:14 IST,-4.100006,212.5,212.5,208.4,584,,,,,,,
DGCONTENT.NS,33.2,2024/08/14,15:30 IST,-0.25,34.9,35.0,32.25,11480,,,,,,,
LAMBODHARA.NS,188.55,2024/08/14,15:30 IST,13.650009,179.0,204.19,179.0,676936,,,,,,,
LAMBODHARA.BO,189.15,2024/08/14,15:47 IST,15.299988,184.0,204.1,183.35,24824,,,,,,,
IVP.NS,185.4,2024/08/14,15:29 IST,-1.2400055,186.64,186.64,182.0,5488,,,,,,,
CTE.NS,102.44,2024/08/14,15:28 IST,-5.399994,102.44,102.44,102.44,36190,,,,,,,
DHRUV.BO,129.85,2024/08/14,15:15 IST,2.5000076,127.35,129.85,126.95,16842,,,,,,,
CTE.BO,102.5,2024/08/14,15:26 IST,-5.3499985,102.55,102.55,102.5,6170,,,,,,,
ATAM.NS,170.85,2024/08/14,15:29 IST,-1.3499908,174.9,174.9,168.0,112503,,,,,,,
DHRUV.NS,127.04,2024/08/14,15:14 IST,2.4899979,127.04,127.04,126.69,13422,,,,,,,
ATAM.BO,172.4,2024/08/14,15:28 IST,0.19999695,174.0,174.6,168.6,7258,,,,,,,
ALPA.BO,94.54,2024/08/14,15:28 IST,2.4800034,93.63,99.5,93.42,44188,,,,,,,
RUBFILA.BO,93.6,2024/08/14,15:29 IST,0.76999664,92.83,98.6,89.59,241931,,,,,,,
ALPA.NS,94.05,2024/08/14,15:29 IST,2.130005,92.19,99.5,92.19,330679,,,,,,,
DUCON.BO,7.71,2024/08/14,15:29 IST,-0.029999733,7.8,8.1,7.57,164806,,,,,,,
AKI.BO,22.51,2024/08/14,15:45 IST,-0.6800003,23.12,23.54,22.04,31978,,,,,,,
DGCONTENT.BO,34.42,2024/08/14,11:25 IST,0.3999977,34.5,34.5,34.42,1004,,,,,,,
DUCON.NS,7.7,2024/08/14,15:29 IST,-0.01999998,7.88,8.15,7.55,1301776,,,,,,,